time	obs_wavelength	flux	instrument	integration	time_unit	wavelength_unit	flux_unit	redshift	dtime	rest_wavelength	integration_unit	reference	date	date_unit	time_frame	sky_flux
8.8	8297.704	2.489600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8093.741708934843	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8299.239	2.553800e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8095.238977760438	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8300.774	2.632900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8096.736246586032	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8302.311	2.594600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8098.235466250489	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8303.846	2.542100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8099.732735076083	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8305.381	2.501000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8101.230003901678	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8306.916	2.488400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8102.727272727273	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8308.452	2.501400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8104.225516972298	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8309.987	2.490000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8105.722785797893	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8311.522	2.506700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8107.22005462349	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8313.058	2.508800e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8108.718298868515	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8314.594	2.441300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8110.216543113539	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8316.129	2.470000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8111.713811939136	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8317.664	2.440900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8113.21108076473	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8319.199	2.376100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8114.708349590325	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8320.735	2.389000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8116.206593835351	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8322.271	2.394900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8117.704838080376	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8323.806	2.388400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8119.202106905971	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8325.341	2.474300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8120.699375731566	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8326.877	2.528600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8122.197619976591	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8328.412	2.457000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8123.694888802186	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8329.947	2.403300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8125.192157627781	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8331.482	2.437200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8126.689426453376	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8333.018	2.479900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8128.187670698401	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8334.554	2.511500e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8129.685914943427	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8336.089	2.569600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8131.183183769021	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8337.624	2.517400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8132.680452594616	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8339.159	2.453400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8134.177721420211	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8340.695	2.434000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8135.675965665237	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8342.23	2.448900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8137.173234490831	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8343.766	2.580800e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8138.671478735857	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8345.301	2.699900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8140.168747561452	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8346.837	2.590800e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8141.666991806477	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8348.372	2.429000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8143.164260632072	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8349.907	2.479600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8144.661529457667	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8351.442	2.553800e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8146.158798283262	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8352.979	2.566200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8147.658017947718	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8354.514	2.545600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8149.155286773313	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8356.049	2.509700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8150.652555598909	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8357.584	2.478300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8152.149824424504	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8359.12	2.484400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8153.6480686695295	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8360.655	2.532500e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8155.145337495124	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8362.19	2.562100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8156.642606320719	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8363.726	2.532000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8158.140850565745	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8365.262	2.537100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8159.63909481077	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8366.797	2.517700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8161.136363636365	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8368.332	2.583500e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8162.63363246196	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8369.867	2.544100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8164.130901287554	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8371.403	2.434400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8165.62914553258	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8372.938	2.484700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8167.126414358175	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8374.474	2.578300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8168.6246586032	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8376.009	2.598300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8170.121927428795	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8377.545	2.602200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8171.620171673821	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8379.08	2.613500e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8173.117440499415	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8380.615	2.620800e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8174.61470932501	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8382.15	2.552300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8176.111978150605	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8383.686	2.525700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8177.61022239563	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8385.222	2.514300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8179.108466640656	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8386.757	2.486300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8180.605735466251	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8388.292	2.571100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8182.103004291845	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8389.827	2.634200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8183.60027311744	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8391.363	2.570700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8185.098517362466	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8392.898	2.480200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8186.595786188061	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8394.434	2.487800e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8188.094030433086	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8395.969	2.487600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8189.591299258681	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8397.505	2.578200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8191.089543503706	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8399.04	2.612800e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8192.586812329304	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8400.575	2.590400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8194.084081154899	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8402.11	2.535400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8195.581349980494	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8403.646	2.554300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8197.079594225519	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8405.182	2.482600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8198.577838470545	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8406.717	2.508600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8200.07510729614	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8408.252	2.605400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8201.572376121734	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8409.788	2.608700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8203.07062036676	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8411.323	2.571100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8204.567889192354	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8412.858	2.505500e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8206.06515801795	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8414.394	2.565900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8207.563402262975	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8415.93	2.594000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8209.061646508	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8417.465	2.560900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8210.558915333595	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8419.0	2.525700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8212.05618415919	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8420.535	2.493700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8213.553452984785	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8422.071	2.472700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8215.05169722981	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8423.606	2.495200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8216.548966055405	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8425.142	2.491700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8218.04721030043	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8426.677	2.389300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8219.544479126025	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8428.213	2.386200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8221.04272337105	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8429.748	2.580100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8222.539992196645	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8431.283	2.621700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8224.03726102224	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8432.818	2.510900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8225.534529847835	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8434.354	2.516200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8227.03277409286	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8435.89	2.556600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8228.531018337886	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8437.425	2.559900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8230.02828716348	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8438.96	2.587400e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8231.525555989076	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8440.495	2.552700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8233.022824814672	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8442.031	2.531300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8234.521069059698	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8443.566	2.573700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8236.018337885293	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8445.102	2.571600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8237.516582130318	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8446.637	2.518600e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8239.013850955913	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8448.173	2.476300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8240.512095200938	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8449.708	2.533500e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8242.009364026533	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8451.243	2.650100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8243.506632852128	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8452.778	2.657500e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8245.003901677723	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8454.314	2.518200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8246.502145922748	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8455.85	2.491200e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8248.000390167774	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8457.385	2.622700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8249.497658993369	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8458.92	2.660100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8250.994927818963	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8460.456	2.529100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8252.493172063989	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8461.991	2.403100e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8253.990440889584	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8463.526	2.427900e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8255.487709715178	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8465.062	2.537000e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8256.985953960204	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8466.598	2.603300e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8258.48419820523	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8468.133	2.600700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8259.981467030824	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8469.668	2.582700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8261.478735856419	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8471.203	2.538700e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8262.976004682014	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
8.8	8472.739	2.492500e-16	P200+DBSP	600.0	days	angstroms	erg/s/cm2/A	0.025235	NaN	8264.47424892704	seconds	https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract	NaN	NaN	NaN	NaN
